Transaction_ID,src,dst,Transaction_Amount,risk_score,risk_band,is_suspicious_gt
TXN250324LT9TJP,100000104,480661712892,95757.48,99.9,CRITICAL,1
TXN250102Z5XU6Q,100000072,934551723863,688814.86,99.9,CRITICAL,1
TXN250312YN2XB8,100000381,121421385899,208608.39,99.9,CRITICAL,1
TXN250210R8NL6A,100000332,725308753804,15922.02,99.9,CRITICAL,1
ATM250109Y6VLG1,100000020,668382499938,15491.35,99.9,CRITICAL,1
TXN250122N807K8,100000287,832365970325,6099.89,99.9,CRITICAL,1
TXN250324QN8MYF,100000104,480661712892,120302.38,99.9,CRITICAL,1
TXN250219T95KLY,100000355,624549423338,9177.85,99.9,CRITICAL,1
TXN250122DZTBWV,100000287,832365970325,7103.38,99.9,CRITICAL,1
TXN2501023C0UKU,100000196,350985737490,39007.11,99.9,CRITICAL,1
TXN250328MO277V,100000056,670391327459,628101.99,99.9,CRITICAL,1
TXN250202C32E48,100000266,236861297649,451762.53,99.9,CRITICAL,1
ATM250109HIATQ1,100000020,668382499938,6766.1,99.9,CRITICAL,1
ATM250208KZZ6DY,100000211,265984004501,139232.12,99.9,CRITICAL,1
ATM250109KB1NTX,100000020,668382499938,6427.37,99.9,CRITICAL,1
TXN250307SOW2Y9,100000010,680250885306,6691.4,99.9,CRITICAL,1
ATM250124OVPWO1,100000002,670391327459,37949.74,99.9,CRITICAL,1
ATM2503041BOMO1,100000006,406679487280,341492.69,99.9,CRITICAL,1
TXN250210Q02C9W,100000332,725308753804,4089.97,99.9,CRITICAL,1
TXN250202WQ52KI,100000297,436444218036,16248.31,99.9,CRITICAL,1
TXN250123UEG39I,100000156,721050643757,61371.65,99.9,CRITICAL,1
TXN250201D2844Q,100000218,376080979937,154143.7,99.9,CRITICAL,1
TXN250122S66J24,100000287,832365970325,9837.44,99.9,CRITICAL,1
TXN2502012EPLCN,100000218,376080979937,162068.84,99.9,CRITICAL,1
TXN250201IR6TJ9,100000218,376080979937,125483.22,99.9,CRITICAL,1
TXN250115EAODSR,100000216,348639897373,64333.63,99.9,CRITICAL,1
TXN250122O5CIG2,100000118,519177860005,63845.31,99.9,CRITICAL,1
ATM25031682FYJ1,100000228,746783435141,364438.7,99.9,CRITICAL,1
TXN250210UJK652,100000332,725308753804,4358.86,99.9,CRITICAL,1
ATM250301OAWIQ3,100000190,670102075976,93350.86,99.9,CRITICAL,1
TXN250122000IMK,100000287,832365970325,9786.07,99.9,CRITICAL,1
ATM250115RM956A,100000347,531550421756,36811.35,99.9,CRITICAL,1
TXN250216IF34KQ,100000002,103851278347,81102.27,99.9,CRITICAL,1
TXN250114YPVXB0,100000120,212728102763,3180.79,99.9,CRITICAL,1
TXN250208W35DPS,100000005,896905768464,148992.43,99.9,CRITICAL,1
TXN250103DD5AQT,100000201,312002509425,68016.81,99.9,CRITICAL,1
TXN250214FHJG11,100000303,867849323568,66092.52,99.9,CRITICAL,1
TXN2501306VYDFX,100000143,591428370499,252048.27,99.9,CRITICAL,1
TXN250103T8EIDY,100000201,312002509425,111228.88,99.9,CRITICAL,1
ATM2502042GF3P7,100000066,519735359829,59512.36,99.9,CRITICAL,1
ATM250204SMTO5F,100000066,519735359829,40422.14,99.9,CRITICAL,1
TXN250214MKYKMM,100000303,867849323568,114689.61,99.9,CRITICAL,1
ATM250204HG1097,100000066,519735359829,53928.7,99.9,CRITICAL,1
TXN250306HA3YGE,100000329,199383754163,52596.74,99.9,CRITICAL,1
TXN250129ZH92VJ,100000295,376080979937,474267.4,99.9,CRITICAL,1
ATM2502045DDR5U,100000066,519735359829,29518.43,99.9,CRITICAL,1
TXN250223N4JBXD,100000321,759984539473,20435.71,99.9,CRITICAL,1
ATM25020432ZD1G,100000066,519735359829,62286.35,99.9,CRITICAL,1
TXN250117IRVEPM,100000105,377444832313,11005.97,99.9,CRITICAL,1
ATM2503062DUX4T,100000034,746783435141,42571.05,99.9,CRITICAL,1
TXN250223ZOXU7T,100000321,759984539473,4557.48,99.9,CRITICAL,1
ATM250204YI081S,100000066,519735359829,55150.15,99.9,CRITICAL,1
TXN250223V5CZZK,100000321,759984539473,6284.64,99.9,CRITICAL,1
TXN250223L9A4E8,100000321,759984539473,8853.2,99.9,CRITICAL,1
TXN25010363J75L,100000201,312002509425,70909.35,99.9,CRITICAL,1
TXN250327H80VIP,100000185,717647123968,113545.56,99.9,CRITICAL,1
TXN250306P0Z1P2,100000163,377444832313,129237.27,99.9,CRITICAL,1
TXN2501031QZDSV,100000201,312002509425,98161.58,99.9,CRITICAL,1
TXN250306P4CJSB,100000163,377444832313,98888.27,99.9,CRITICAL,1
TXN2501238XZ3G9,100000156,721050643757,135160.88,99.9,CRITICAL,1
TXN2501116OJM8T,100000249,775858000572,54024.59,99.9,CRITICAL,1
TXN2501174U7UQ6,100000105,377444832313,11514.79,99.9,CRITICAL,1
ATM25020425BVH0,100000066,519735359829,57566.28,99.9,CRITICAL,1
TXN2503062PI2GC,100000163,377444832313,116276.47,99.9,CRITICAL,1
TXN250114YWC6FP,100000139,437583983457,64907.97,99.9,CRITICAL,1
TXN250208FDRFA5,100000005,896905768464,157731.85,99.9,CRITICAL,1
TXN250117PBCWIZ,100000105,377444832313,7398.65,99.9,CRITICAL,1
TXN2501148L0GS8,100000139,437583983457,77734.14,99.9,CRITICAL,1
ATM250301DU4PS9,100000190,670102075976,80331.5,99.9,CRITICAL,1
TXN250223N4ARL5,100000325,309245136276,14617.38,99.9,CRITICAL,1
TXN2503065XLUVN,100000163,377444832313,64914.54,99.9,CRITICAL,1
TXN2501031GHN32,100000201,312002509425,93867.78,99.9,CRITICAL,1
TXN250319HCXPGP,100000058,421495740022,11532.38,99.9,CRITICAL,1
TXN250327GJ8HI8,100000185,717647123968,87321.14,99.9,CRITICAL,1
TXN250208PBTRAW,100000005,896905768464,76282.87,99.9,CRITICAL,1
TXN2501037HYSMI,100000201,312002509425,48000.05,99.9,CRITICAL,1
TXN250327FEXOB4,100000185,717647123968,123883.6,99.9,CRITICAL,1
TXN250117R4PIV5,100000011,473879196939,274747.89,99.9,CRITICAL,1
TXN250223T0S5IY,100000321,759984539473,7441.27,99.9,CRITICAL,1
TXN250223G4861J,100000321,759984539473,7036.4,99.9,CRITICAL,1
ATM250115DAMD0K,100000347,531550421756,10665.8,99.9,CRITICAL,1
TXN250208VWVXW2,100000253,634748596274,16358.67,99.9,CRITICAL,1
TXN250123LTBHY3,100000156,721050643757,61091.98,99.9,CRITICAL,1
TXN250102QAE8EI,100000212,592519973074,109393.2,99.9,CRITICAL,1
TXN250221V74Z71,100000364,990797271464,55190.8,99.9,CRITICAL,1
ATM25011599QX3O,100000347,531550421756,13394.61,99.9,CRITICAL,1
TXN250214K7UR0O,100000200,870879681813,369440.8,99.9,CRITICAL,1
ATM250115WP1YK2,100000347,531550421756,14020.56,99.9,CRITICAL,1
ATM250312KSDATJ,100000222,592037108537,37789.6,99.9,CRITICAL,1
TXN25031481BAPM,100000347,298575272358,145909.72,99.9,CRITICAL,1
TXN2502083AC3YJ,100000253,634748596274,17875.22,99.9,CRITICAL,1
TXN250128KK9FY0,100000268,606022275939,22577.89,99.9,CRITICAL,1
TXN25020876WISR,100000253,634748596274,27155.8,99.9,CRITICAL,1
TXN250210B2H2A0,100000295,235640798748,65349.74,99.9,CRITICAL,1
ATM250301UPWOWW,100000190,670102075976,74871.03,99.9,CRITICAL,1
ATM250320J52R2H,100000235,551940240349,27893.03,99.9,CRITICAL,0
ATM2502139XZ3TP,100000107,619154058579,263537.19,99.9,CRITICAL,1
ATM250217M7NSL2,100000009,755772838417,4728.53,99.9,CRITICAL,1
TXN250109WZ3X7Y,100000350,510926900010,12612.46,99.9,CRITICAL,1
ATM250301CCMW97,100000190,670102075976,99770.02,99.9,CRITICAL,1
ATM250325JF8SUG,100000300,744044321065,129118.15,99.9,CRITICAL,1
TXN250121E9R2MR,100000059,235640798748,12563.91,99.9,CRITICAL,1
TXN250223JAA17H,100000321,759984539473,8966.31,99.9,CRITICAL,1
TXN2501212Y1FUD,100000059,235640798748,5086.63,99.9,CRITICAL,1
TXN250114C0B0V5,100000120,212728102763,4215.07,99.9,CRITICAL,1
TXN250114489R0K,100000120,212728102763,4872.03,99.9,CRITICAL,1
TXN250223ORO0NA,100000321,759984539473,16634.65,99.9,CRITICAL,1
ATM250301G9ZLZM,100000190,670102075976,137637.52,99.9,CRITICAL,1
TXN250114T7TRBC,100000120,212728102763,6793.88,99.9,CRITICAL,1
ATM250207RWDQ0B,100000052,738870834980,43990.77,99.9,CRITICAL,1
TXN2501145IF9KF,100000120,212728102763,6340.69,99.9,CRITICAL,1
TXN25011425UFPN,100000120,212728102763,3738.71,99.9,CRITICAL,1
ATM250127E59G6J,100000083,881015240344,335443.3,99.9,CRITICAL,1
ATM250314NWTS54,100000020,903496834489,57172.68,99.9,CRITICAL,1
TXN2502036O6SUA,100000357,319598531138,56687.72,99.9,CRITICAL,1
ATM250122CTK35W,100000299,988668691310,50620.75,99.9,CRITICAL,1
ATM250327UDAJP0,100000302,881058479856,138922.08,99.9,CRITICAL,1
ATM250314BZLF98,100000020,903496834489,46318.69,99.9,CRITICAL,1
TXN250208LUN501,100000253,634748596274,21418.1,99.9,CRITICAL,1
TXN250319NXPHAE,100000058,421495740022,8950.56,99.9,CRITICAL,1
ATM250314IOG356,100000020,903496834489,30922.17,99.9,CRITICAL,1
ATM250124AQJNOI,100000002,670391327459,57169.13,99.9,CRITICAL,1
TXN250121R02X6K,100000059,235640798748,2233.0,99.9,CRITICAL,1
TXN250102V2F4F4,100000212,592519973074,80839.68,99.9,CRITICAL,1
TXN250128NY0ONU,100000268,606022275939,15477.77,99.9,CRITICAL,1
ATM250124D8CRJG,100000002,670391327459,49825.17,99.9,CRITICAL,1
TXN250202J1KK1J,100000344,235214583860,66619.24,99.9,CRITICAL,1
TXN250226CZWQK7,100000046,334566803002,50140.14,99.9,CRITICAL,1
TXN250226DWX9W8,100000046,334566803002,60495.78,99.9,CRITICAL,1
TXN2502268CZD1I,100000046,334566803002,35310.13,99.9,CRITICAL,1
TXN25020284EVEY,100000344,235214583860,42165.88,99.9,CRITICAL,1
TXN2502263W4ZPB,100000046,334566803002,67337.51,99.9,CRITICAL,1
ATM250105ZJ5CS4,100000335,376301205794,58002.34,99.9,CRITICAL,1
ATM2501055ZENTK,100000335,376301205794,38504.09,99.9,CRITICAL,1
ATM250105PESQ50,100000335,376301205794,35430.97,99.9,CRITICAL,1
TXN250126SOMH10,100000264,792915700806,5676.63,99.9,CRITICAL,1
TXN250202MKWCXS,100000344,235214583860,92589.09,99.9,CRITICAL,1
ATM250205PBXE6W,100000006,867849323568,9007.53,99.9,CRITICAL,1
TXN250126J78PPZ,100000264,792915700806,14357.11,99.9,CRITICAL,1
TXN250202614IOF,100000344,235214583860,91761.78,99.9,CRITICAL,1
TXN250128YTD4RW,100000268,606022275939,15756.82,99.9,CRITICAL,1
TXN2501288K68LW,100000268,606022275939,9712.25,99.9,CRITICAL,1
TXN250126IAYXT1,100000264,792915700806,5929.33,99.9,CRITICAL,1
TXN250211Y048C3,100000070,365660740440,8077.93,99.9,CRITICAL,1
TXN250211DB5OOW,100000070,365660740440,15289.94,99.9,CRITICAL,1
TXN250201DX0QG0,100000242,128042145101,44302.63,99.9,CRITICAL,1
TXN2501245I1YSC,100000390,529978141455,16962.96,99.9,CRITICAL,1
ATM250105JLL390,100000335,376301205794,79859.25,99.9,CRITICAL,1
TXN250215TZG0SP,100000048,934650547896,54730.26,99.9,CRITICAL,1
ATM2501054K8YIH,100000335,376301205794,41544.89,99.9,CRITICAL,1
TXN250208CDCL3B,100000159,874835162688,31634.53,99.9,CRITICAL,1
ATM25022084SXW7,100000038,452676090905,40457.74,99.9,CRITICAL,1
TXN250202U2UD0Z,100000344,235214583860,39383.49,99.9,CRITICAL,1
TXN250208DK1OTY,100000159,874835162688,17424.42,99.9,CRITICAL,1
ATM250220QK4V27,100000038,452676090905,66564.16,99.9,CRITICAL,1
TXN250119M0MBBV,100000040,595862621221,7127.57,99.9,CRITICAL,1
TXN250119HD5MGI,100000040,595862621221,11818.19,99.9,CRITICAL,1
ATM250220A22UTO,100000038,452676090905,54451.31,99.9,CRITICAL,1
ATM250203IZ6Q0R,100000145,191786884042,45951.79,99.9,CRITICAL,1
TXN250211WTSUSH,100000070,365660740440,16419.15,99.9,CRITICAL,1
TXN250128PXHSG4,100000188,182479908159,66375.44,99.9,CRITICAL,1
ATM250105PH0IT6,100000335,376301205794,40474.65,99.9,CRITICAL,1
ATM250105IBD7K5,100000335,376301205794,52187.71,99.9,CRITICAL,1
ATM250301MRCY9X,100000190,670102075976,86058.74,99.9,CRITICAL,1
TXN250209OK1TDE,100000387,791194795061,501555.73,99.9,CRITICAL,1
ATM250105X61L1M,100000335,376301205794,32083.59,99.9,CRITICAL,1
TXN2502151XR9S0,100000048,934650547896,53471.76,99.9,CRITICAL,1
ATM250105PGFWBO,100000335,376301205794,36293.72,99.9,CRITICAL,1
TXN2501135C9CJL,100000234,595862621221,65250.93,99.9,CRITICAL,1
ATM250105A6QS7O,100000335,376301205794,49892.23,99.9,CRITICAL,1
TXN250126YYTGR7,100000264,792915700806,21370.65,99.9,CRITICAL,1
ATM250123GMLP87,100000354,364911456494,55317.27,99.9,CRITICAL,1
TXN250119BPFJTD,100000040,595862621221,4335.09,99.9,CRITICAL,1
TXN250201ZHT5CS,100000242,128042145101,66854.15,99.9,CRITICAL,1
TXN250128VERPP7,100000268,606022275939,5210.35,99.9,CRITICAL,1
TXN250128SHBYC8,100000188,182479908159,64192.2,99.9,CRITICAL,1
ATM250113SYX8NO,100000218,270458323156,532899.91,99.9,CRITICAL,1
TXN250201TRCI23,100000242,128042145101,42655.46,99.9,CRITICAL,1
TXN250128XY29BE,100000188,182479908159,60482.13,99.9,CRITICAL,1
TXN2501182ODFEW,100000318,626538343553,12709.19,99.9,CRITICAL,1
TXN250128XCKDGW,100000037,409428772945,32420.09,99.9,CRITICAL,1
TXN250128MJFFHZ,100000037,409428772945,48628.48,99.9,CRITICAL,1
TXN250218F7L8FN,100000111,931221178469,1033506.57,99.9,CRITICAL,1
TXN250201EJZCO8,100000242,128042145101,45775.79,99.9,CRITICAL,1
TXN250130IVP24O,100000052,659231358376,51706.67,99.9,CRITICAL,1
TXN250206SJMWKD,100000150,346953510698,66481.52,99.9,CRITICAL,1
TXN250201YMBJ6C,100000242,128042145101,61303.26,99.9,CRITICAL,1
TXN250201E0DOLN,100000312,212728102763,52742.07,99.9,CRITICAL,1
ATM2502177R3RI3,100000009,755772838417,14806.65,99.9,CRITICAL,1
TXN2502012NJ3AN,100000242,128042145101,39203.23,99.9,CRITICAL,1
TXN250201AJ22X4,100000312,212728102763,59509.8,99.9,CRITICAL,1
TXN25020608K2R7,100000150,346953510698,111950.91,99.9,CRITICAL,1
TXN25020191K85I,100000312,212728102763,47693.42,99.9,CRITICAL,1
TXN250216XB1QYW,100000002,103851278347,53209.3,99.9,CRITICAL,1
TXN25031878OQJF,100000039,851755793416,4213.33,99.9,CRITICAL,1
TXN250128MHGYTQ,100000188,182479908159,83343.74,99.9,CRITICAL,1
TXN250220O8KX3M,100000350,510926900010,25846.35,99.9,CRITICAL,1
TXN250217V4TV4H,100000272,800249842793,167949.54,99.9,CRITICAL,1
TXN250130F5M6AA,100000052,659231358376,51521.41,99.9,CRITICAL,1
ATM250322PAYF3D,100000304,398684976957,293779.92,99.9,CRITICAL,1
TXN250130CFR7ZT,100000052,659231358376,47428.51,99.9,CRITICAL,1
TXN250130CAWGVA,100000012,428599837479,441973.41,99.9,CRITICAL,1
TXN250130HDKNY3,100000052,659231358376,31030.37,99.9,CRITICAL,1
TXN250130FOLG6H,100000052,659231358376,20143.36,99.9,CRITICAL,1
TXN250130SO27Z1,100000052,659231358376,38520.65,99.9,CRITICAL,1
ATM2501246X7H5L,100000002,670391327459,39244.5,99.9,CRITICAL,1
TXN2501287IXRQQ,100000188,182479908159,70600.72,99.9,CRITICAL,1
