Transaction_ID,Date,Timestamp,Sender_Customer_ID,Sender_Customer_Name,Receiver_Account_Number,Transaction_Amount,ml_probability,risk_score,risk_band,reason_1,reason_2,reason_3,rules_fired,split,is_suspicious_gt
ATM25011051OOOI,2025-01-10,19:10:46,100000182,Ananya Rathod,903196776708,396506.79,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.99),amount_vs_customer_median (+3.15),transaction_amount (+1.98),,train,1
ATM250201I0CBJH,2025-02-01,17:22:14,100000356,Sarthak Joshi,793823510371,27841.76,0.9997,100.0,CRITICAL,total_call_duration_30m (+4.40),receiver_historical_count (+2.33),max_call_duration_30m (+1.38),,train,1
ATM250206CJ9GXI,2025-02-06,13:26:43,100000023,Manish Chauhan,536441278731,33425.65,0.9998,100.0,CRITICAL,total_call_duration_30m (+4.53),calls_previous_10m (+2.08),session_duration_deviation (+1.35),,train,1
TXN25010509EREB,2025-01-05,07:35:33,100000184,Ananya Nair,261905164467,346250.63,1.0,100.0,CRITICAL,total_call_duration_30m (+3.50),amount_vs_customer_median (+3.11),transaction_amount (+2.58),,train,1
TXN250226UCCCYI,2025-02-26,11:20:53,100000176,Kavya Banerjee,188656467760,198468.19,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.86),amount_vs_customer_median (+2.98),transaction_amount (+2.22),,val,1
TXN250130CAWGVA,2025-01-30,21:39:04,100000012,Kavya Sharma,428599837479,441973.41,0.9999,100.0,CRITICAL,amount_vs_customer_median (+3.94),transaction_amount (+3.17),receiver_historical_count (+2.64),,train,1
TXN250209XW0OZQ,2025-02-09,08:12:47,100000362,Kaushik Gupta,529978141455,228188.69,1.0,100.0,CRITICAL,amount_vs_customer_median (+4.05),transaction_amount (+3.26),receiver_historical_count (+2.83),,train,1
TXN250129ZH92VJ,2025-01-29,13:26:35,100000295,Vikram Sharma,376080979937,474267.4,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.88),amount_vs_customer_median (+3.35),transaction_amount (+2.32),,train,1
TXN2501306VYDFX,2025-01-30,06:23:07,100000143,Meera Agarwal,591428370499,252048.27,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.69),amount_vs_customer_median (+3.15),transaction_amount (+2.10),,train,1
TXN250312YN2XB8,2025-03-12,13:18:12,100000381,Manish Malhotra,121421385899,208608.39,0.9999,100.0,CRITICAL,total_call_duration_30m (+4.11),amount_vs_customer_median (+3.12),transaction_amount (+2.16),,test,1
ATM250330QYWLQ1,2025-03-30,11:23:39,100000345,Aditya Iyer,879454067994,366122.24,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.58),amount_vs_customer_median (+3.35),transaction_amount (+2.27),,test,1
TXN250209OK1TDE,2025-02-09,13:06:07,100000387,Sneha Malhotra,791194795061,501555.73,1.0,100.0,CRITICAL,amount_vs_customer_median (+4.01),receiver_historical_count (+3.45),transaction_amount (+3.29),,train,1
ATM250209STMANI,2025-02-09,13:31:25,100000053,Ananya Pandey,754312588160,39662.65,0.9999,100.0,CRITICAL,sessions_previous_30m (+2.19),nearest_session_before_seconds (+2.08),total_call_duration_30m (+2.03),,train,1
ATM25020995SA6J,2025-02-09,15:00:35,100000068,Niraj Agarwal,867794461876,120481.84,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.93),amount_vs_customer_median (+3.07),transaction_amount (+1.46),,train,1
TXN2503072IDPU6,2025-03-07,06:31:00,100000281,Ananya Agarwal,406679487280,262909.07,1.0,100.0,CRITICAL,total_call_duration_30m (+3.89),amount_vs_customer_median (+3.19),transaction_amount (+2.35),,val,1
ATM25031682FYJ1,2025-03-16,12:12:37,100000228,Vikram Bose,746783435141,364438.7,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.86),amount_vs_customer_median (+3.05),transaction_amount (+2.04),,test,1
TXN2503164IA0Y3,2025-03-16,14:06:27,100000177,Sarthak Bose,854939232734,325154.88,1.0,100.0,CRITICAL,amount_vs_customer_median (+3.83),receiver_historical_count (+3.34),transaction_amount (+3.26),,test,1
TXN250204B761M9,2025-02-04,08:16:42,100000127,Rahul Agarwal,738215830941,32291.65,0.9997,100.0,CRITICAL,session_duration_deviation (+2.13),nearest_session_before_seconds (+2.00),sessions_previous_30m (+1.79),,train,1
TXN250109UIX691,2025-01-09,16:19:25,100000302,Rohan Agarwal,928837970618,731470.94,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.90),amount_vs_customer_median (+3.15),transaction_amount (+2.27),,train,1
TXN250122XWPID8,2025-01-22,18:52:43,100000366,Ananya Chauhan,309526507468,194347.71,1.0,100.0,CRITICAL,total_call_duration_30m (+4.03),amount_vs_customer_median (+2.83),transaction_amount (+2.06),,train,1
ATM250113SYX8NO,2025-01-13,11:08:13,100000218,Ananya Pandey,270458323156,532899.91,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.88),amount_vs_customer_median (+2.99),transaction_amount (+1.93),,train,1
ATM250122CTK35W,2025-01-22,11:24:15,100000299,Rohan Rathod,988668691310,50620.75,0.9998,100.0,CRITICAL,sessions_previous_30m (+2.26),nearest_session_before_seconds (+1.98),session_duration_deviation (+1.72),,train,1
ATM250322PAYF3D,2025-03-22,06:58:13,100000304,Vikram Agarwal,398684976957,293779.92,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.28),amount_vs_customer_median (+2.88),transaction_amount (+2.16),,test,1
ATM2503041BOMO1,2025-03-04,18:46:07,100000006,Niraj Nair,406679487280,341492.69,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.41),amount_vs_customer_median (+3.24),transaction_amount (+2.24),,val,1
TXN250216DI9GD5,2025-02-16,13:55:08,100000226,Rahul Iyer,237068726856,143426.3,0.9999,100.0,CRITICAL,amount_vs_customer_median (+3.66),receiver_historical_count (+3.23),transaction_amount (+3.17),,train,1
TXN250218F7L8FN,2025-02-18,17:44:01,100000111,Rahul Joshi,931221178469,1033506.57,0.9999,100.0,CRITICAL,total_call_duration_30m (+4.15),amount_vs_customer_median (+3.37),transaction_amount (+2.14),,train,1
ATM250303WNC6WI,2025-03-03,16:29:12,100000021,Ishaan Joshi,241933613571,335381.99,0.9996,100.0,CRITICAL,amount_vs_customer_median (+3.89),transaction_amount (+3.69),customer_history_count (+0.92),,val,1
TXN250322QJB2NL,2025-03-22,14:03:44,100000223,Kaushik Nair,237068726856,209002.57,0.9997,100.0,CRITICAL,amount_vs_customer_median (+4.09),transaction_amount (+3.16),receiver_historical_count (+1.70),,test,1
TXN250117R4PIV5,2025-01-17,20:45:02,100000011,Divya Varghese,473879196939,274747.89,1.0,100.0,CRITICAL,total_call_duration_30m (+4.00),amount_vs_customer_median (+2.83),transaction_amount (+2.08),,train,1
TXN250109AXPH9R,2025-01-09,10:04:20,100000331,Ishaan Nair,242849205698,163784.59,0.9999,100.0,CRITICAL,session_duration_deviation (+1.96),nearest_session_before_seconds (+1.95),sessions_previous_30m (+1.95),,train,1
TXN2501135C9CJL,2025-01-13,14:16:24,100000234,Ananya Agarwal,595862621221,65250.93,0.9998,100.0,CRITICAL,sessions_previous_30m (+2.40),nearest_session_before_seconds (+2.39),session_duration_deviation (+2.11),,train,1
TXN250216QH7L00,2025-02-16,17:38:57,100000265,Priya Joshi,970098780030,217170.56,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.91),amount_vs_customer_median (+3.34),transaction_amount (+2.17),,train,1
TXN250120OOTEBD,2025-01-20,17:35:06,100000126,Niraj Banerjee,793823510371,236165.7,0.9998,100.0,CRITICAL,amount_vs_customer_median (+3.99),receiver_historical_count (+3.21),transaction_amount (+3.13),,train,1
TXN250102Z5XU6Q,2025-01-02,09:47:45,100000072,Ananya Nair,934551723863,688814.86,0.9998,100.0,CRITICAL,total_call_duration_30m (+3.32),amount_vs_customer_median (+2.70),transaction_amount (+2.38),,train,1
TXN2501023C0UKU,2025-01-02,08:14:57,100000196,Ishaan Chauhan,350985737490,39007.11,0.9997,100.0,CRITICAL,session_duration_deviation (+2.20),sessions_previous_30m (+2.12),nearest_session_before_seconds (+1.92),,train,1
TXN2501180V79UT,2025-01-18,08:08:47,100000090,Meera Banerjee,741912434754,541848.35,0.9997,100.0,CRITICAL,amount_vs_customer_median (+3.65),transaction_amount (+3.29),receiver_historical_count (+2.78),,train,1
TXN250214K7UR0O,2025-02-14,22:24:01,100000200,Ishaan Chauhan,870879681813,369440.8,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.66),amount_vs_customer_median (+2.91),transaction_amount (+2.13),,train,1
ATM250115UQ9XWL,2025-01-15,15:12:29,100000217,Niraj Sharma,369677419388,392183.63,0.9999,100.0,CRITICAL,amount_vs_customer_median (+4.08),transaction_amount (+3.31),receiver_historical_count (+3.01),,train,1
TXN250108EOC1CG,2025-01-08,16:07:00,100000357,Manish Nair,319598531138,272766.07,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.93),amount_vs_customer_median (+3.26),transaction_amount (+2.19),,train,1
TXN25030334D0Y8,2025-03-03,09:26:59,100000065,Ishaan Gupta,652189692515,257561.21,0.9999,100.0,CRITICAL,amount_vs_customer_median (+4.13),transaction_amount (+3.60),receiver_historical_count (+1.68),,val,1
ATM250328QCDUEO,2025-03-28,22:43:48,100000028,Vikram Pandey,892611386421,166143.81,0.9997,100.0,CRITICAL,total_call_duration_30m (+3.52),amount_vs_customer_median (+2.77),transaction_amount (+1.85),,test,1
ATM25021322X1UV,2025-02-13,08:40:47,100000107,Arjun Varghese,981195512835,59732.65,0.9996,100.0,CRITICAL,session_duration_deviation (+2.20),nearest_session_before_seconds (+2.01),total_call_duration_30m (+1.62),,train,1
TXN250125SU1KGJ,2025-01-25,19:18:16,100000159,Rahul Kulkarni,452347070812,378281.09,0.9999,100.0,CRITICAL,amount_vs_customer_median (+4.10),transaction_amount (+3.37),receiver_historical_count (+2.79),,train,1
TXN250213LADD03,2025-02-13,09:45:31,100000029,Ananya Joshi,241933613571,9530.58,0.9997,100.0,CRITICAL,total_call_duration_30m (+4.24),calls_previous_10m (+2.02),receiver_historical_count (+1.49),,train,1
TXN2502135MIWAY,2025-02-13,13:36:15,100000357,Manish Nair,779986221832,340912.07,0.9997,100.0,CRITICAL,amount_vs_customer_median (+3.90),transaction_amount (+3.37),receiver_historical_count (+1.58),,train,1
ATM2502139XZ3TP,2025-02-13,18:20:34,100000107,Arjun Varghese,619154058579,263537.19,0.9997,100.0,CRITICAL,amount_vs_customer_median (+3.75),transaction_amount (+3.18),receiver_historical_count (+2.71),,train,1
ATM250325JF8SUG,2025-03-25,19:40:15,100000300,Ishaan Bose,744044321065,129118.15,1.0,100.0,CRITICAL,amount_vs_customer_median (+4.01),transaction_amount (+3.29),receiver_historical_count (+2.90),,test,1
TXN250318BEWEC5,2025-03-18,10:44:20,100000024,Rahul Nair,775764849956,660687.52,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.99),amount_vs_customer_median (+3.30),transaction_amount (+2.15),,test,1
TXN2502207KW3HQ,2025-02-20,16:40:53,100000379,Aditya Kulkarni,409565415813,229416.72,0.9999,100.0,CRITICAL,amount_vs_customer_median (+4.23),transaction_amount (+3.26),receiver_historical_count (+2.91),,train,1
TXN250220MPA552,2025-02-20,15:31:38,100000054,Ananya Chauhan,981062156817,3488.89,0.9996,100.0,CRITICAL,total_call_duration_30m (+4.59),receiver_historical_count (+2.29),max_call_duration_30m (+1.40),,train,1
TXN2501245I1YSC,2025-01-24,16:20:20,100000390,Kavya Rathod,529978141455,16962.96,0.9998,100.0,CRITICAL,total_call_duration_30m (+4.52),receiver_historical_count (+2.60),max_call_duration_30m (+1.45),,train,1
TXN2502202YKNBE,2025-02-20,13:25:26,100000021,Ishaan Joshi,369414829563,446411.37,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.67),amount_vs_customer_median (+3.27),transaction_amount (+2.23),,train,1
TXN250124LMYX85,2025-01-24,12:48:27,100000037,Sneha Banerjee,206713378726,168701.95,0.9999,100.0,CRITICAL,amount_vs_customer_median (+3.80),transaction_amount (+3.01),receiver_historical_count (+2.75),,train,1
TXN250114F46RQW,2025-01-14,20:31:23,100000288,Vikram Reddy,239630627541,386498.72,1.0,100.0,CRITICAL,total_call_duration_30m (+3.60),amount_vs_customer_median (+2.69),transaction_amount (+2.14),,train,1
TXN250109N89OJE,2025-01-09,13:19:21,100000314,Kaushik Banerjee,671854755399,266579.36,0.9999,100.0,CRITICAL,total_call_duration_30m (+3.77),amount_vs_customer_median (+2.85),transaction_amount (+2.12),,train,1
TXN250203HPWPH9,2025-02-03,16:44:34,100000069,Ananya Banerjee,409565415813,328634.73,0.9992,99.9,CRITICAL,amount_vs_customer_median (+3.85),transaction_amount (+3.12),receiver_historical_count (+2.69),,train,1
TXN250307LK699J,2025-03-07,17:05:45,100000269,Priya Agarwal,344535843131,391905.07,0.9994,99.9,CRITICAL,amount_vs_customer_median (+3.28),total_call_duration_30m (+3.19),transaction_amount (+2.21),,val,1
TXN250202UY5YV6,2025-02-02,07:25:59,100000001,Rahul Menon,674666765568,180591.53,0.9994,99.9,CRITICAL,amount_vs_customer_median (+3.75),transaction_amount (+3.49),receiver_historical_count (+1.45),,train,1
ATM2501286S5TFK,2025-01-28,13:30:44,100000309,Niraj Reddy,428599837479,41637.17,0.999,99.9,CRITICAL,total_call_duration_30m (+4.93),receiver_historical_count (+1.69),max_call_duration_30m (+1.51),,train,1
TXN250308C4L472,2025-03-08,10:57:17,100000062,Ishaan Joshi,473470705444,7564.59,0.999,99.9,CRITICAL,imei_novelty (+3.02),nearest_session_before_seconds (+2.33),device_consistency (+1.54),,val,1
TXN250327MWEYIB,2025-03-27,05:22:50,100000117,Sarthak Rathod,852718219363,6315.08,0.9991,99.9,CRITICAL,total_call_duration_30m (+4.50),max_call_duration_30m (+1.42),receiver_historical_count (+0.91),ODD_HOUR,test,1
TXN250326V6YUWU,2025-03-26,09:20:33,100000203,Kavya Agarwal,922311380205,155552.46,0.999,99.9,CRITICAL,total_call_duration_30m (+2.10),nearest_session_before_seconds (+1.66),transaction_amount (+1.61),,test,1
ATM2501214XUYKC,2025-01-21,10:15:38,100000354,Divya Bose,741912434754,6802.0,0.9989,99.9,CRITICAL,receiver_historical_count (+2.78),calls_previous_10m (+2.17),total_call_duration_30m (+1.89),,train,1
TXN250122O5CIG2,2025-01-22,19:07:48,100000118,Kaushik Reddy,519177860005,63845.31,0.9993,99.9,CRITICAL,total_call_duration_30m (+4.74),receiver_historical_count (+2.07),max_call_duration_30m (+1.43),,train,1
ATM2501233K99VS,2025-01-23,08:19:53,100000089,Sneha Chauhan,242849205698,34537.24,0.9992,99.9,CRITICAL,sessions_previous_30m (+3.01),session_duration_deviation (+2.76),nearest_session_before_seconds (+2.74),,train,1
TXN2503181QA48L,2025-03-18,13:46:07,100000279,Niraj Banerjee,198902503190,153053.9,0.999,99.9,CRITICAL,amount_vs_customer_median (+3.05),total_call_duration_30m (+2.69),transaction_amount (+2.12),,test,1
TXN250125IUGE5W,2025-01-25,14:00:39,100000210,Aditya Kulkarni,674666765568,19948.4,0.9992,99.9,CRITICAL,total_call_duration_30m (+4.59),receiver_historical_count (+1.85),max_call_duration_30m (+1.46),,train,1
TXN2503171NDN9D,2025-03-17,09:24:26,100000339,Divya Banerjee,934676997354,101771.44,0.9989,99.9,CRITICAL,nearest_session_before_seconds (+2.10),session_duration_deviation (+1.84),sessions_previous_30m (+1.44),,test,1
ATM250126YG24X0,2025-01-26,11:18:02,100000085,Kavya Varghese,410658528490,9430.54,0.9992,99.9,CRITICAL,total_call_duration_30m (+4.89),receiver_historical_count (+1.87),max_call_duration_30m (+1.44),,train,1
TXN250327LF3F74,2025-03-27,06:52:39,100000159,Rahul Kulkarni,435977513908,287111.92,0.9992,99.9,CRITICAL,total_call_duration_30m (+3.09),amount_vs_customer_median (+2.98),transaction_amount (+2.14),,test,1
ATM250309FUMGBH,2025-03-09,07:13:38,100000375,Niraj Gupta,741912434754,228219.72,0.9989,99.9,CRITICAL,amount_vs_customer_median (+3.74),transaction_amount (+3.42),receiver_historical_count (+1.36),,val,1
TXN250128WF1MJJ,2025-01-28,10:44:37,100000059,Arjun Rathod,249829422736,3044.27,0.9994,99.9,CRITICAL,total_call_duration_30m (+4.66),receiver_historical_count (+2.13),max_call_duration_30m (+1.40),,train,1
TXN250104O68MY2,2025-01-04,09:16:46,100000263,Manish Varghese,590378135716,31480.81,0.9995,99.9,CRITICAL,total_call_duration_30m (+2.23),amount_vs_customer_median (+2.12),sessions_previous_30m (+1.26),,train,1
ATM250129TVXDZX,2025-01-29,05:54:04,100000264,Divya Chauhan,480257636948,229941.85,0.9991,99.9,CRITICAL,amount_vs_customer_median (+4.04),transaction_amount (+3.60),transaction_hour (+1.10),ODD_HOUR,train,1
ATM250129ZEXHG2,2025-01-29,10:30:55,100000147,Kaushik Chauhan,659231358376,167622.34,0.9992,99.9,CRITICAL,sessions_previous_30m (+2.12),nearest_session_before_seconds (+1.90),transaction_amount (+1.65),,train,1
TXN250129LGNS7O,2025-01-29,13:23:00,100000131,Vikram Agarwal,502004870036,105296.8,0.9988,99.9,CRITICAL,total_call_duration_30m (+3.42),amount_vs_customer_median (+2.95),transaction_amount (+1.79),,train,1
ATM250112CCSTSC,2025-01-12,10:24:28,100000346,Divya Bose,665792814484,152840.97,0.9992,99.9,CRITICAL,amount_vs_customer_median (+3.67),transaction_amount (+3.35),receiver_historical_count (+1.24),,train,1
ATM250116ZSKDZ7,2025-01-16,17:55:59,100000320,Ishaan Agarwal,779986221832,10206.9,0.9991,99.9,CRITICAL,total_call_duration_30m (+4.41),receiver_historical_count (+2.22),max_call_duration_30m (+1.44),,train,1
ATM250105G089EU,2025-01-05,09:26:58,100000371,Arjun Gupta,875258277822,52430.71,0.9993,99.9,CRITICAL,session_duration_deviation (+1.89),sessions_previous_30m (+1.70),nearest_session_before_seconds (+1.69),,train,1
ATM250114CYU921,2025-01-14,10:52:34,100000217,Niraj Sharma,865512514171,17074.23,0.9994,99.9,CRITICAL,circle_mismatch_30m (+2.03),nearest_session_before_seconds (+1.56),total_call_duration_30m (+1.47),,train,1
ATM25011359VQ1H,2025-01-13,20:08:41,100000252,Kaushik Varghese,694210796600,19533.92,0.9994,99.9,CRITICAL,total_call_duration_30m (+4.80),receiver_historical_count (+1.64),max_call_duration_30m (+1.47),,train,1
TXN2502124LC677,2025-02-12,14:23:21,100000140,Divya Joshi,152861978664,225250.35,0.9995,99.9,CRITICAL,amount_vs_customer_median (+4.26),transaction_amount (+3.49),receiver_historical_count (+1.26),,train,1
TXN250107TMMYH2,2025-01-07,18:41:42,100000370,Ishaan Malhotra,239429499957,156519.68,0.9988,99.9,CRITICAL,amount_vs_customer_median (+2.87),total_call_duration_30m (+2.17),transaction_amount (+2.14),,train,1
TXN250224KR5TFI,2025-02-24,09:04:51,100000187,Meera Rathod,870879681813,92051.25,0.9995,99.9,CRITICAL,nearest_session_before_seconds (+1.91),session_duration_deviation (+1.89),total_call_duration_30m (+1.47),,val,1
ATM250216HTBZDH,2025-02-16,14:16:42,100000205,Aditya Bose,580793754756,4822.04,0.9995,99.9,CRITICAL,total_call_duration_30m (+4.43),receiver_historical_count (+2.26),max_call_duration_30m (+1.48),,train,1
ATM2503310HUMLS,2025-03-31,13:36:49,100000182,Ananya Rathod,403182298235,20084.05,0.9995,99.9,CRITICAL,imei_novelty (+3.08),nearest_session_before_seconds (+2.31),device_consistency (+1.24),,test,1
TXN250206BC6WGL,2025-02-06,12:46:44,100000283,Ananya Gupta,212072383102,71281.01,0.9993,99.9,CRITICAL,sessions_previous_30m (+2.85),nearest_session_before_seconds (+2.55),session_duration_deviation (+2.36),,train,1
ATM250207838YUA,2025-02-07,00:25:12,100000366,Ananya Chauhan,319267312899,31940.45,0.9991,99.9,CRITICAL,circle_mismatch_30m (+2.24),total_call_duration_30m (+1.47),max_call_duration_30m (+1.03),ODD_HOUR,train,1
TXN2502287FDYOR,2025-02-28,14:13:43,100000326,Kaushik Joshi,981062156817,36296.57,0.9995,99.9,CRITICAL,total_call_duration_30m (+4.70),max_call_duration_30m (+1.45),receiver_historical_count (+1.15),,val,1
TXN250219T95KLY,2025-02-19,20:29:28,100000355,Divya Reddy,624549423338,9177.85,0.9989,99.9,CRITICAL,total_call_duration_30m (+3.04),receiver_historical_count (+2.40),max_call_duration_30m (+0.88),,train,1
TXN2502237ZCV8B,2025-02-23,14:21:31,100000182,Ananya Rathod,239668808723,65798.32,0.9988,99.9,CRITICAL,sessions_previous_30m (+2.69),nearest_session_before_seconds (+2.19),receiver_historical_count (+1.11),,train,1
TXN250228ONKKZE,2025-02-28,12:10:44,100000151,Aditya Nair,990797271464,8117.38,0.999,99.9,CRITICAL,imei_novelty (+3.10),nearest_session_before_seconds (+2.21),device_consistency (+1.35),,val,1
TXN2501098RYC5P,2025-01-09,09:39:28,100000342,Priya Malhotra,721050643757,189389.29,0.9993,99.9,CRITICAL,total_call_duration_30m (+4.64),transaction_amount (+2.28),max_call_duration_30m (+1.43),,train,1
ATM250210LADRQF,2025-02-10,09:52:47,100000063,Divya Nair,680250885306,9326.71,0.9989,99.9,CRITICAL,imei_novelty (+2.85),nearest_session_before_seconds (+2.58),device_consistency (+1.22),,train,1
TXN250109Q3SX9P,2025-01-09,07:05:07,100000065,Ishaan Gupta,792915700806,148539.56,0.9991,99.9,CRITICAL,total_call_duration_30m (+4.05),transaction_amount (+1.74),max_call_duration_30m (+1.31),,train,1
TXN2502222HE5S5,2025-02-22,22:04:43,100000299,Rohan Rathod,215483308704,5844.51,0.9989,99.9,CRITICAL,total_call_duration_30m (+2.96),calls_previous_10m (+2.12),max_call_duration_30m (+1.12),,train,1
TXN2502181NO0OC,2025-02-18,09:59:24,100000155,Arjun Bose,571637951414,687450.63,0.9988,99.9,CRITICAL,amount_vs_customer_median (+3.35),total_call_duration_30m (+3.09),transaction_amount (+2.16),,train,1
TXN2502069X7KY4,2025-02-06,09:28:51,100000380,Rohan Banerjee,659649191287,18742.06,0.999,99.9,CRITICAL,total_call_duration_30m (+4.88),calls_previous_10m (+2.18),max_call_duration_30m (+1.20),,train,1
